PageNum,URL,Rating,Date,Title,Review
8,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8,1.0 out of 5 stars,"Reviewed in the United States on March 19, 2016",BORING!,"Stupid sounds, improvements needed for this dumb skill!"
8,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8,1.0 out of 5 stars,"Reviewed in the United States on May 21, 2017",Dumb,Says skill not available 🙄
8,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8,2.0 out of 5 stars,"Reviewed in the United States on March 5, 2016",Has potential......but.....,NEEDS MORE ANIMAL SOUNDS!!!! Send Alexa to the zoo already!!!
8,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"Reviewed in the United States on April 8, 2016",Simple and Fun,My nephew loves this! Alexa doesn't always understand him but the skill has a lot of animals. Sometimes I have a hard time thinking of another animal. A simple and fun skill even if it doesn't have much practical use.
8,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8,1.0 out of 5 stars,"Reviewed in the United States on September 26, 2016",Did not work!,Not even once.
8,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&pageNumber=8,3.0 out of 5 stars,"Reviewed in the United States on February 12, 2016",Needs more top shelf critters,"Fun, but missing bears, sheep, monkey, and more top shelf critters."
9,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,2.0 out of 5 stars,"Reviewed in the United States on December 28, 2019",i dont feel giving out my card stuff if i dont want to,disagree
9,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,1.0 out of 5 stars,"Reviewed in the United States on February 22, 2020",just play animal sounds,"wont shut up, just says the same words over and over"
9,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,1.0 out of 5 stars,"Reviewed in the United States on April 30, 2016",Try again,Awful. It doesn't work.
9,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,1.0 out of 5 stars,"Reviewed in the United States on January 24, 2016",Missing many animals,It can't even do a dog or cat or bunny. Come on.
9,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,1.0 out of 5 stars,"Reviewed in the United States on January 12, 2016",Infantile,"It's easy to see many users are simply children with little imagination. Animal sounds, farts, get a life."
9,https://www.amazon.com/Rain-Labs-Animal-Sounds/product-reviews/B01AHGU3M6/ref=cm_cr_arp_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,1.0 out of 5 stars,"Reviewed in the United States on January 15, 2016",Forget about it.,Does not work on my device.
